tweet_id,label
260,fake
261,hate
262,fake
263,hate
264,fake
265,fake
266,fake
267,fake
268,fake
269,fake
270,fake
271,fake
272,fake
273,fake
274,fake
275,fake
276,hate
277,fake
278,fake
279,fake
280,hate
281,fake
282,fake
283,fake
284,fake
285,fake
286,fake
287,fake
288,hate
289,fake
290,fake
291,fake
292,hate
293,hate
294,fake
295,fake
296,hate
297,fake
298,fake
299,fake
300,fake
301,fake
302,fake
303,fake
304,fake
305,hate
306,fake
307,fake
308,fake
309,fake
310,fake
311,hate
312,fake
313,fake
314,fake
315,fake
316,fake
317,fake
318,fake
319,hate
320,fake
321,fake
322,fake
323,fake
324,fake
325,fake
326,hate
327,fake
328,fake
329,fake
330,fake
331,fake
332,hate
333,fake
334,hate
335,hate
336,fake
337,fake
338,hate
339,fake
340,fake
341,fake
342,fake
343,hate
344,fake
345,hate
346,fake
347,fake
348,fake
349,fake
350,fake
351,fake
352,fake
353,fake
354,fake
355,fake
356,hate
357,fake
358,fake
359,fake
360,fake
361,hate
362,fake
363,fake
364,fake
365,fake
366,fake
367,fake
368,fake
369,fake
370,hate
371,fake
372,fake
373,fake
374,hate
375,fake
376,hate
377,fake
378,fake
379,fake
380,hate
381,hate
382,fake
383,fake
384,fake
385,fake
386,hate
387,hate
388,fake
389,fake
390,fake
391,fake
392,fake
393,hate
394,fake
395,fake
396,fake
397,fake
398,fake
399,fake
400,hate
401,fake
402,hate
403,fake
404,fake
405,fake
406,fake
407,fake
408,fake
409,fake
410,hate
411,fake
412,fake
413,fake
414,fake
415,hate
416,fake
417,hate
418,hate
419,hate
420,fake
421,fake
422,fake
423,fake
424,fake
425,fake
426,fake
427,fake
428,fake
429,fake
430,hate
431,hate
432,fake
433,hate
434,fake
435,fake
436,fake
437,hate
438,fake
439,fake
440,hate
441,fake
442,hate
443,fake
444,fake
445,hate
446,fake
447,fake
448,fake
449,fake
450,fake
451,hate
452,fake
453,fake
454,fake
455,fake
456,fake
457,fake
458,fake
459,hate
460,fake
461,fake
462,fake
463,fake
464,hate
465,fake
466,fake
467,fake
468,fake
469,hate
470,fake
471,fake
472,fake
473,fake
474,fake
475,fake
476,fake
477,fake
478,hate
479,fake
480,fake
481,fake
482,hate
483,fake
484,fake
485,fake
486,fake
487,hate
488,fake
489,fake
490,fake
491,fake
492,fake
493,fake
494,fake
495,hate
496,fake
497,fake
498,fake
499,hate
500,fake
501,fake
502,fake
503,fake
504,fake
505,hate
506,fake
507,fake
508,fake
509,fake
510,fake
511,fake
512,fake
513,fake
514,fake
515,fake
516,fake
517,fake
518,fake
519,fake
520,fake
521,hate
522,fake
523,fake
524,fake
525,hate
526,fake
527,fake
528,fake
529,fake
530,fake
531,fake
532,fake
533,fake
534,fake
535,fake
536,fake
537,fake
538,fake
539,fake
540,fake
541,fake
542,hate
543,hate
544,fake
545,hate
546,fake
547,fake
548,fake
549,fake
550,fake
551,hate
552,fake
553,fake
554,fake
555,fake
556,fake
557,fake
558,fake
559,hate
560,hate
561,hate
562,fake
563,hate
564,fake
565,fake
566,fake
567,fake
568,fake
569,fake
570,hate
571,fake
572,fake
573,fake
574,fake
575,fake
576,hate
577,fake
578,fake
579,hate
580,fake
581,fake
582,fake
583,hate
584,fake
585,hate
586,fake
587,fake
588,fake
589,hate
590,fake
591,fake
592,fake
593,fake
594,fake
595,fake
596,fake
597,fake
598,fake
599,fake
600,fake
601,hate
602,fake
603,fake
604,fake
605,fake
606,fake
607,fake
608,fake
609,hate
610,fake
611,hate
612,fake
613,fake
614,hate
615,fake
616,fake
617,hate
618,fake
619,fake
620,hate
621,fake
622,fake
623,fake
624,fake
625,hate
626,fake
627,fake
628,fake
629,hate
630,hate
631,fake
632,hate
633,hate
634,fake
635,fake
636,fake
637,fake
638,fake
639,hate
640,hate
641,fake
642,fake
643,fake
644,fake
645,fake
646,fake
647,fake
648,fake
649,fake
650,fake
651,fake
652,fake
653,fake
654,fake
655,fake
656,fake
657,fake
658,fake
659,fake
660,fake
661,fake
662,fake
663,hate
664,fake
665,hate
666,fake
667,fake
668,hate
669,fake
670,fake
671,fake
672,fake
673,fake
674,fake
675,fake
676,fake
677,fake
678,fake
679,fake
680,hate
681,fake
682,fake
683,fake
684,fake
685,fake
686,hate
687,fake
688,fake
689,fake
690,fake
691,fake
692,fake
693,hate
694,fake
695,fake
696,fake
697,hate
698,fake
699,hate
700,fake
701,fake
702,fake
703,hate
704,fake
705,fake
706,fake
707,fake
708,fake
709,fake
710,fake
711,fake
712,hate
713,hate
714,fake
715,fake
716,fake
717,hate
718,fake
719,fake
720,fake
721,fake
722,fake
723,fake
724,fake
725,hate
726,fake
727,fake
728,fake
729,fake
730,fake
731,hate
732,fake
733,fake
734,fake
735,fake
736,hate
737,fake
738,hate
739,fake
740,fake
741,hate
742,fake
743,fake
744,fake
745,fake
746,hate
747,fake
748,fake
749,fake
750,fake
751,fake
752,hate
753,fake
754,fake
755,fake
756,fake
757,hate
758,fake
759,hate
760,fake
761,fake
762,hate
763,fake
764,fake
765,fake
766,fake
767,fake
768,fake
769,fake
770,hate
771,fake
772,fake
773,fake
774,fake
775,fake
776,fake
777,hate
778,fake
779,fake
780,fake
781,fake
782,fake
783,fake
784,fake
785,hate
786,fake
787,fake
788,fake
789,fake
790,fake
791,hate
792,fake
793,fake
794,hate
795,fake
796,fake
797,fake
798,fake
799,fake
800,fake
801,fake
802,fake
803,fake
804,fake
805,fake
806,hate
807,fake
808,fake
809,fake
810,fake
811,fake
812,fake
813,fake
814,fake
815,fake
816,fake
817,fake
818,fake
819,fake
820,fake
821,hate
822,hate
823,fake
824,fake
825,fake
826,fake
827,fake
828,hate
829,fake
830,fake
831,fake
832,fake
833,hate
834,fake
835,fake
836,fake
837,hate
838,hate
839,fake
840,fake
841,hate
842,fake
843,hate
844,fake
845,fake
846,fake
847,fake
848,hate
849,fake
850,fake
851,fake
852,fake
853,fake
854,hate
855,fake
856,fake
857,fake
858,fake
859,fake
860,fake
861,fake
862,hate
863,fake
864,fake
865,fake
866,fake
867,hate
868,fake
869,fake
870,fake
871,fake
872,fake
873,fake
874,fake
875,fake
876,fake
877,hate
878,fake
879,fake
880,fake
881,fake
882,fake
883,fake
884,fake
885,fake
886,fake
887,fake
888,fake
889,fake
890,fake
891,fake
892,fake
893,fake
894,fake
895,fake
896,fake
897,hate
898,fake
899,hate
900,fake
901,fake
902,hate
903,fake
904,fake
905,fake
906,fake
907,fake
908,fake
909,fake
910,hate
911,fake
912,fake
913,fake
914,fake
915,fake
916,fake
917,fake
918,fake
919,fake
920,fake
921,fake
922,fake
923,fake
924,fake
925,fake
926,fake
927,fake
928,fake
929,fake
930,fake
931,fake
932,fake
933,fake
934,hate
935,fake
936,hate
937,fake
938,fake
939,hate
940,fake
941,fake
942,fake
943,fake
944,hate
945,fake
946,fake
947,hate
948,fake
949,fake
950,hate
951,fake
952,hate
953,fake
954,fake
955,fake
956,fake
957,hate
958,hate
959,fake
960,fake
961,fake
962,fake
963,hate
964,fake
965,fake
966,fake
967,fake
968,fake
969,fake
970,fake
971,fake
972,fake
973,fake
974,hate
975,fake
976,fake
977,fake
978,fake
979,fake
980,fake
981,hate
982,hate
983,hate
984,fake
985,fake
986,fake
987,fake
988,hate
989,fake
990,fake
991,hate
992,fake
993,fake
994,fake
995,hate
996,hate
997,fake
998,fake
999,hate
1000,fake
1001,fake
1002,fake
1003,fake
1004,fake
1005,fake
1006,hate
1007,fake
1008,hate
1009,fake
1010,fake
1011,fake
1012,fake
1013,hate
1014,fake
1015,fake
1016,fake
1017,fake
1018,fake
1019,fake
1020,hate
1021,hate
1022,fake
1023,fake
1024,fake
1025,fake
1026,fake
1027,fake
1028,fake
1029,fake
1030,fake
1031,hate
1032,fake
1033,fake
1034,hate
1035,fake
1036,hate
1037,fake
1038,fake
1039,fake
1040,hate
1041,fake
1042,fake
1043,hate
1044,fake
1045,fake
1046,fake
1047,fake
1048,fake
1049,fake
1050,fake
1051,fake
1052,fake
1053,fake
1054,fake
1055,fake
1056,fake
1057,fake
1058,fake
1059,hate
1060,fake
1061,fake
1062,fake
1063,fake
1064,fake
1065,fake
1066,fake
1067,fake
1068,fake
1069,hate
1070,hate
1071,fake
1072,fake
1073,hate
1074,fake
1075,fake
1076,fake
1077,fake
1078,fake
1079,fake
1080,fake
1081,hate
1082,fake
1083,fake
1084,fake
1085,fake
1086,fake
1087,fake
1088,fake
1089,fake
1090,hate
1091,hate
1092,fake
1093,fake
1094,fake
1095,fake
1096,fake
1097,fake
1098,fake
1099,fake
1100,hate
1101,fake
1102,fake
1103,fake
1104,fake
1105,fake
1106,fake
1107,fake
1108,hate
1109,fake
1110,hate
1111,fake
1112,fake
1113,fake
1114,fake
1115,fake
1116,fake
1117,fake
1118,fake
1119,fake
1120,fake
1121,hate
1122,hate
1123,fake
1124,fake
1125,fake
1126,hate
1127,fake
1128,fake
1129,fake
1130,fake
1131,fake
1132,fake
1133,hate
1134,fake
1135,fake
1136,fake
1137,fake
1138,fake
1139,fake
1140,fake
1141,fake
1142,hate
1143,fake
1144,fake
1145,hate
1146,fake
1147,fake
1148,fake
1149,hate
1150,fake
1151,fake
1152,fake
1153,fake
1154,fake
1155,fake
1156,fake
1157,fake
1158,hate
1159,fake
1160,fake
1161,fake
1162,fake
1163,fake
1164,fake
1165,hate
1166,fake
1167,fake
1168,fake
1169,hate
1170,fake
1171,fake
1172,fake
1173,fake
1174,hate
1175,fake
1176,fake
1177,hate
1178,fake
1179,fake
1180,fake
1181,fake
1182,fake
1183,fake
1184,fake
1185,fake
1186,fake
1187,fake
1188,hate
1189,fake
1190,fake
1191,fake
1192,fake
1193,hate
1194,fake
1195,fake
1196,fake
1197,hate
1198,fake
1199,fake
1200,hate
1201,hate
1202,hate
1203,fake
1204,hate
1205,fake
1206,hate
1207,hate
1208,fake
1209,fake
1210,hate
1211,fake
1212,fake
1213,hate
1214,hate
1215,hate
1216,fake
1217,fake
1218,fake
1219,fake
1220,fake
1221,hate
1222,fake
1223,fake
1224,fake
1225,fake
1226,fake
1227,hate
1228,fake
1229,fake
1230,hate
1231,hate
1232,fake
1233,fake
1234,fake
1235,fake
1236,hate
1237,hate
1238,fake
1239,hate
1240,fake
1241,fake
1242,fake
1243,fake
1244,fake
1245,fake
1246,fake
1247,fake
1248,fake
1249,fake
1250,fake
1251,fake
1252,hate
1253,fake
1254,fake
1255,fake
1256,fake
1257,fake
1258,fake
1259,hate
1260,fake
1261,hate
1262,fake
1263,hate
1264,hate
1265,hate
1266,fake
1267,hate
1268,fake
1269,fake
1270,fake
1271,hate
1272,fake
1273,fake
1274,fake
1275,hate
1276,hate
1277,hate
1278,fake
1279,fake
1280,fake
1281,fake
1282,fake
1283,fake
1284,fake
1285,fake
1286,fake
1287,fake
1288,fake
1289,fake
1290,fake
1291,hate
1292,fake
1293,fake
1294,fake
1295,hate
1296,hate
1297,fake
1298,fake
1299,fake
1300,fake
1301,hate
1302,hate
1303,fake
1304,fake
1305,fake
1306,fake
1307,fake
1308,fake
1309,fake
1310,fake
1311,fake
1312,hate
1313,fake
1314,fake
1315,fake
1316,fake
1317,fake
1318,fake
1319,hate
1320,fake
1321,fake
1322,fake
1323,fake
1324,fake
1325,fake
1326,fake
1327,fake
1328,hate
1329,fake
1330,fake
1331,fake
1332,fake
1333,fake
1334,hate
1335,fake
1336,hate
1337,fake
1338,fake
1339,hate
1340,fake
1341,fake
1342,fake
1343,hate
1344,fake
1345,hate
1346,hate
1347,fake
1348,fake
1349,fake
1350,fake
1351,fake
1352,fake
1353,fake
1354,fake
1355,fake
1356,fake
1357,hate
1358,fake
1359,fake
1360,fake
1361,fake
1362,fake
1363,fake
1364,hate
1365,fake
1366,fake
1367,fake
1368,hate
1369,fake
1370,fake
1371,fake
1372,hate
1373,fake
1374,fake
1375,hate
1376,hate
1377,fake
1378,hate
1379,fake
1380,fake
1381,hate
1382,fake
1383,fake
1384,fake
1385,fake
1386,fake
1387,fake
1388,hate
1389,fake
1390,fake
1391,fake
1392,fake
1393,fake
1394,fake
1395,fake
1396,fake
1397,fake
1398,fake
1399,fake
1400,fake
1401,fake
1402,fake
1403,fake
1404,hate
1405,fake
1406,fake
1407,fake
1408,fake
1409,fake
1410,fake
1411,fake
1412,fake
1413,fake
1414,fake
1415,hate
1416,fake
1417,fake
1418,hate
1419,fake
1420,fake
1421,fake
1422,fake
1423,hate
1424,fake
1425,fake
1426,fake
1427,fake
1428,hate
1429,hate
1430,hate
1431,fake
1432,hate
1433,fake
1434,fake
1435,hate
1436,fake
1437,fake
1438,fake
1439,fake
1440,hate
1441,fake
1442,fake
1443,fake
1444,hate
1445,fake
1446,fake
1447,fake
1448,fake
1449,hate
1450,fake
1451,fake
1452,fake
1453,fake
1454,fake
1455,fake
1456,fake
1457,hate
1458,fake
1459,hate
1460,fake
1461,fake
1462,fake
1463,fake
1464,fake
1465,fake
1466,fake
1467,fake
1468,hate
1469,fake
1470,fake
1471,hate
1472,fake
1473,fake
1474,fake
1475,fake
1476,fake
1477,fake
1478,fake
1479,fake
1480,fake
1481,hate
1482,fake
1483,fake
1484,hate
1485,fake
1486,fake
1487,fake
1488,fake
1489,hate
1490,hate
1491,hate
1492,fake
1493,fake
1494,fake
1495,fake
1496,fake
1497,fake
1498,fake
1499,fake
1500,fake
1501,fake
1502,fake
1503,fake
1504,fake
1505,fake
1506,hate
1507,fake
1508,fake
1509,fake
1510,fake
1511,hate
1512,fake
1513,fake
1514,fake
1515,fake
1516,fake
1517,hate
1518,hate
1519,hate
1520,hate
1521,fake
1522,fake
1523,fake
1524,hate
1525,hate
1526,fake
1527,hate
1528,fake
1529,fake
1530,fake
1531,fake
1532,fake
1533,fake
1534,fake
1535,fake
1536,fake
1537,hate
1538,fake
1539,fake
1540,fake
1541,fake
1542,hate
1543,hate
1544,hate
1545,fake
1546,fake
1547,hate
1548,hate
1549,fake
1550,fake
1551,fake
1552,fake
1553,fake
1554,fake
1555,hate
1556,fake
1557,hate
1558,fake
1559,fake
1560,fake
1561,fake
1562,fake
1563,fake
1564,fake
1565,hate
1566,fake
1567,hate
1568,fake
1569,fake
1570,hate
1571,fake
1572,fake
1573,fake
1574,fake
1575,fake
1576,fake
1577,fake
1578,fake
1579,fake
1580,fake
1581,fake
1582,fake
1583,fake
1584,hate
1585,fake
1586,fake
1587,hate
1588,fake
1589,fake
1590,fake
1591,fake
1592,hate
1593,fake
1594,fake
1595,fake
1596,fake
1597,fake
1598,fake
1599,fake
1600,fake
1601,fake
1602,fake
1603,hate
1604,fake
1605,fake
1606,fake
1607,fake
1608,hate
1609,fake
1610,fake
1611,fake
1612,fake
1613,fake
1614,fake
1615,fake
1616,fake
1617,fake
1618,hate
1619,fake
1620,fake
1621,fake
1622,fake
1623,hate
1624,fake
1625,fake
1626,fake
1627,hate
1628,fake
1629,fake
1630,fake
1631,fake
1632,fake
1633,hate
1634,fake
1635,fake
1636,fake
1637,hate
1638,hate
1639,fake
1640,fake
1641,fake
1642,fake
1643,hate
1644,fake
1645,fake
1646,fake
1647,fake
1648,hate
1649,fake
1650,fake
1651,fake
1652,fake
1653,fake
